agreement	  ڕێکەوتننامە	گرێبەست												
agriculture	  کشتوکاڵ													
aid	  هاوکاری													
ailment	  نەخۆشی													
aim	  ئامانج													
air	  هەوا	با												
aircraft	  فڕۆکە													
airdrome	  فڕۆکەخانە	گەراجی فڕۆکەخانە												
airfield														
airplane	  فڕۆکە													
airport	  فڕۆکەخانە	فڕگە	بەندەری ئاسمانی											
alarm														
alert	  وریاکەر													
alga	  قەوزە													
algae														
alien	  بیانی	هاووڵاتی بیانی	بێگانه											
alignment	  لاگرتن	ڕیزکردن												
aliment														
alimentation														
alinement														
aliveness														
alkali	  ئەلکالی	قلیەیی												
alkane														
allegory	  چیرۆکی هێمایی	ئالێگۆری	کینایه											
alleviate	  سوککردن													
alliance	  هاوپەیمانی	پەیوەست	پەیوەند	خۆ بەستنەوە										
allocate	  تەرخان کردن	دابین کردن												
allocation	  تەرخانکردن													
allot														
allotment														
allow	  رێدان	هێشتن	بواردان	روخسەتدان										
alloy														
aloofness														
ALT														
alter	  گۆڕین	گۆڕان	ورووژان	ورووژاندن										
alteration	  گۆڕان													
alternative	  جێگرەوە													
altitude	  هێڵی درێژی													
amalgamate														
amass	  کەڵەکە دەبێ													
amazement	  سەرسامی													
ambition	  پەرۆش													
ambitiousness														
ambulance	  ئامبوڵانس	ئاوتۆفریا												
ameliorate														
amend	  هەموار کردنی یاسا													
ammo														
ammunition	  تەقەمەنی	چەک												
amortise														
amortize														
amount	  بڕ	سەرجەم	کۆ											
amour	  عەشق	ئەوین												
amphibian														
amputate														
amuse	  خافڵاندن	سەرقاڵکردن	سەرخۆشکردن	سەرسووڕماندن	سەرنجڕاکێشان									
amusement														
analgesic														
analyse	  شیکردنەوە	لێکدانەوە	شرۆڤەدەکا											
analyze	  شیکردنەوە	لێکۆلینەوە												
ancestor	  پێشینان													
ancestry	  نەژاد	باب و باپیران												
anecdote	  کورتیلەچیرۆک	کورتەچیرۆک												
angel	  پەری	فریشتە												
anger	  تووڕەکردن	تووڕەیی												
angle	  گۆ‌شه	کونج	کاش											
anguish	  حەسرەت													
angularity														
animal	  ئاژەڵ	گیانەوەر	جانەوەر											
animate														
animation	  جوڵاو	بزێو												
ankle	  گۆزینک	مەچەکی پێ												
annex	  دەلکێنێ	پاشکۆ												
annexe														
annihilate	  قەڵاچۆکردن	قڕی دەکا												
announce	  ڕاگەیاندن													
annunciate														
anodyne														
anomaly														
anorexia														
another	  یەکێکی تر	دانەیەکی تر												
answer	  وەڵام	وەڵامدانەوە												
antagonism	  دوژمنداری													
antecedent	  پێشین													
antic														
anticipate	  پێشەنگ بوون	پێشدانەوە	پێشبینی کردن	چاوەڕێ کردن										
anticipation														
anvil														
anxiety	  پەشۆکاوی	بژاڵی	پەرێشانی	نیگەرانی	پەژاری									
apartment	  باڵەخانە													
apery														
apex	  سەر	نووک	تیژایی											
apparatus	  ئامێر													
appeal	  گازندە	پاڕانەوە	داواکاری	سەرنج ڕاکێشان	گازنده له حوکمێک کردن	شکاتکردن	داوای سەر لە نوێ پێداچوونەوە							
appear	  ئاماده بوون له دادگا	سەردەرنان	سەرهەڵدان	دەرکەوتن										
appearance	  رووخسار	دەرکەوتن												
appellation	  ناونان	ناولێنان	داواکاری											
appellative														
append	  هاوپێچ کردن	لکاندن	پاشکۆکردن	خستنەپاڵ										
appendage														
appertain														
apple	  سێو	کۆمپانیای ئەپڵ												
application	  داخوازینامه													
apply	  داواکردن													
appoint	  دامەزراندن	دیاریکردن	دەستنیشانکردن											
appointment	  ژووان													
apportion														
apportioning														
apportionment														
appraise	  هەڵسەنگاندن													
appreciate	  پێزانین	نرخ زانین	ڕێزگرتن											
apprehend	  گرتن	دەسبەسەر کردن												
approach	  رێباز	نزیکبوونەوە(کات-شوێن)												
approval	  ‌‌قەبووڵی	رەزامەندی	هاوڕایی	قایلی										
approve	  پەسەندکردن	مۆرکردن	ڕالەسەبوون	بەلاوەباشبوون										
approximate	  نزیک هاتن یان کردن	بە شێوەی تەخمینی حیسابکراو	هاوتا											
appurtenances														
apse														
apsis														
aptitude	  بەهرە													
arachnid														
arachnoid														
arc	  کەوانە													
arcanum														
arch	  تاق	بۆت	میچی کەوانەی											
area	  پانتایی	رووبەر	ناوچە											
arena	  گۆڕەپانی ململانێ	ئەرێنا	گۆڕەپانی وەرزشی											
argument	  گۆڤانی	بەڵگه(بۆ بۆچوون)	دەلیل	شانی	وتووێژ	تاووتوێ								
argumentation														
arise	  هەڵدەستێ	هەڵسان												
arm	  باسک	باڵ	قۆڵ	دەست										
arms	  چەک													
army	  سوپا	لەشکر												
aroma	  بۆن	ئەرۆما												
arouse	  دەوروژێنێ													
arrange	  ڕێک دەخا													
arrangement	  ڕێکخستن													
array	  ریز													
arrest	  دەسگیرکردن	دەگرێ	دەستگیردەکا											
arrival	  هاتن	هاتوو	گەیشتن	گەیشتوو										
arrive	  دەگات	دێ												
arrogance														
arrogate														
arse														
art	  هونەر													
artefact														
arteria														
artery	  خوێنبەر	شادەمار												
arthropod														
article	  وتار	بەندی یاسا	نوسراو											
articulate	  ڕەوان													
articulatio														
articulation														
artifact														
artificer														
artillery	  تۆپ	تۆپخانە												
artiodactyl														
artisan														
artist	  هونەرمەند													
artwork														
ascend	  سەردەکەوێ													
ascendance														
ascendancy														
ascendant														
ascendence														
ascendency														
ascendent														
ascending														
ascension														
ascent	  بەرزبوونەوە													
ascertain														
ascribe														
ask	  پرسیارکردن	داوا کردن	تکاکردن											
asking														
aspect	  ڕوو													
asperity														
asphyxiate														
aspiration	  ئاوات													
aspirin	  ئەسپرین													
ass	  کەر	گێل												
assail														
assault	  دەستدرێژی													
assay														
assemblage														
assembling														
assembly	  کۆبوونەوه	دەستە												
assert	  دوپاتدەکاتەوە													
assess	  دەنرخێنێ													
assessment														
asseverate														
assign	  پێسپاردن													
assignation														
assignment														
assimilator														
assist	  هاوکاری دەکا													
assistance	  فریاگوزاری													
assistant	  هاوکار	هاریکار	یاریدەدەر											
associate	  هاوپیشە	هاوکار	هاوپەیوەند	پەیوەندی کردن										
association	  هاونشینی	پەیوندی	کەین	پەیوەستی	پێکەویی									
assoil														
assort														
assortment														
assuage														
assume	  وادادەنێ	وادانان	دەست بەسەراگرتن	گرتنە دەست										
assumption	  گریمان													
assurance	  دڵنیایی													
assure	  دڵنیادەکا													
astonishment	  سەرسوڕمان													
astuteness														
asymmetry														
athlete	  وەرزشکار													
athletics														
atom	  ئەتۆم	گەردیله	بچووکترین بەشی توخمێک											
attach	  هاوپێچ													
attachment	  پاشکۆ													
attack	  هێرش	پەلاماردان	هێرش بۆبردن	بەگژداچوونەوە										
attain	  بەدەست دێنێ													
attainment														
attempt	  هەوڵدان	تێکۆشین												
attending														
attention	  سەرنج	ئاوڕ	دیقەت											
attentiveness														
attic	  سابات													
attire	  پۆشاک	پۆشین												
attitude	  هەڵویست	جووڵانەوە	شێوەی هەڵسوکەوت	بۆچوون	ڕوانگە	حاڵ								
attorney	  پارێزەر													
attribute	  دیاردە	دیارخەر	دیارکەر	تایبەتمەندی	دانستە	پێناسەی چۆنیەتی								
Au														
audience	  گوێ گران	ئامادەبووان	میوانان	جەماوەر										
aught														
auspices	  لەژێر چاودێری													
author	  نووسەر	دانەر												
authorisation														
authorise														
authoritative	  دەسەڵاتدار													
authority	  دەسەڵات	دەسەڵاتدار	حکوومەت	دام	ئۆرگان	توانایی								
authorization	  بریکاری	بریکارنامه												
authorize	  دەسەڵات پێدان	ڕێگەپێدان	سەرپشکی کردن											
auto	  ئۆتۆمۆبیل	ترومبێل												
automobile	  ئوتۆمبیل	سەیارە	ترومبێل	ماشێن										
autonomy	  ئۆتۆنۆمی	خۆبەڕێوبەری												
autumn	  پاییز													
aver														
aviate														
avow														
await	  چاوەڕێ دەکات													
awake	  هەستاو	بەئاگا	بێدار	بەخەبەر										
awaken	  بەئاگا دێنێ													
award	  خەڵات													
awareness	  هۆشیاری	وشیاری	بەئاگای											
babble	  بۆڵەبۆڵ دەکات	منجەمنج دەکات												
babe	  کۆرپە	مناڵی ساوا	مەلۆتکە	کچی جوان										
baby	  منداڵ	زارۆک	گیانەکەم	دڵەکەم	خۆشەویستەکەم									
back	  بۆدواوە	گەڕانەوە	پشت											
background	  پێشینه	دوورروان	پاشبنەما	پشتگەڵاڵە	پاشبەند									
backing	  کۆمەککردن	پاڵپشتیکردن	پشتیوانیکردن											
backside														
backup	  پشتگیری													
bag	  جزدان	جانتا	کیس	ژنێکی ناشیرن										
bailiwick														
balance	  تەرازوو	هاوسەنگ	باڵانس											
balcony	  باڵکۆن	هەیوان	باهۆ											
ball	  گون	تۆپ												
ballot	  دەنگدان	ڕاپرسی												
balloting														
band	  دەستە	گرووپ	تیپ											
bandage	  برین پێچ	لەفافی برین پێچان												
bang	  زرمە													
bank	بەشی خوارووی سەردێڕ	فایلی کۆمپیوتەر که بابەتێکی تێدا پێش ئەوەی له چاپ بدرێ هەڵدەگیرێ	بانک											
bankruptcy	  مایەپووچی	موفلیسی	کاولی	تێکشکاوی										
baptise														
baptism	  ڕێوڕەسمی بەدیانکردن													
baptize														
bar	  مەیخانە	تووڵ	شریت	چیلکە	رێگرتن	نەهێشتن								
bare	  ڕووت													
barge														
bark	  توێکڵی دار													
barrier	  بەربەست													
barroom														
base	  بنکە	ژمارەی ژێرەوە لە ڕەگی بیرکاریدا												
basement	  ژێرزەمین													
bash	  لێدانێکی توند													
basis														
basket	  سەبەتە	سندوق												
basketful														
batch														
bath	  گەرماو	حەوزی حەمام	بانێۆ											
bathroom	  ژووری خۆشوشتن	حەمام	گەرماوه	تەوالێت	ئاودەستخانه	بانێو								
bathtub														
battle	  جەنگ	پێکدادان												
battlefront														
Bayer														
be	  هەبوون	بوون	چاوگی بوون	ژیان	مانەوە									
beacon														
bead	  دڵۆپەئاو													
bear	  ورچ	هەڵگرتن	دەخۆگرتن	بەرگەگرتن	خۆڕاگرتن	زان	بەر دان	میوەدان						
beard	  ڕیش													
bearing														
beast	  گیانەوەر													
beat	  لێ دان	دەکوتێ	هێرش بردن											
beautify														
beauty	  جوانی	قەشەنگی	شەنگی	جوان چاکی	جوان خاسی	دەلالی								
bechance														
becloud														
become	  بوون	لێهاتن	گۆڕان											
bed	  جێگەوبان	پێخەف	نوێن	بەستێن	لەپ	بەر	چەقاندن							
bee	  هەنگ													
beep														
befall	  تووشی دەبێ													
befit														
befog														
befriend	  وەک هاوڕێ													
beg	  پاڕانەوە	تکاکردن												
begetter														
begin	  دەست پێکردن	سەرەتا												
beginning														
begrime														
beguilement														
behave	  ڕەفتار دەکا													
behavior	  هەڵسوکەوت	ڕەفتار												
behaviour	  ڕەفتار													
behead														
behind	  لەپشتەوە	لەدواوە	لەپشت	پشت	بەجێماو									
being														
beingness														
belch	  حەسرەت هەڵدەکێشێ													
beleaguer														
belie	  درۆدەکا													
belief	  باوەڕ	بیروباوەڕ												
believe	  باوەڕکردن	بڕواکردن	باوەڕهێنان											
bell	  زەنگ													
belly	  گەدە	سک												
bellybutton														
belong	  هی کێ	ئەندامە لە												
belongings														
beloved	  دولبەر													
belt	  قایش													
bemire														
bemock														
bend	  چەمانەوە													
benediction														
benefit	  قازانج	سوود	کەڵک											
benignity														
bequeath														
berth	  لەنگەرگا													
beseem														
beset														
besiege	  ئابڵۆقەدان													
bespeak														
bestow														
bet														
betoken														
betrayal	  ناپاکی													
better	  باشتر													
betterment														
beverage														
bicycle	  پایسکل													
bid	  هەراج	زیادکاری												
bidding														
big	  گەورە													
bike														
bill	  پێشنیاری یاسا	پیلانی یاساێکی نوێ	گەڵاڵە											
billet														
bind	  خستنە ئەستۆ	هەڵپێچان	ناچار کردن											
biography	  ژیاننامه	بایۆگرافی												
biology	  زیندەزانی													
bioscience														
biota														
bird	  پەلەوەر	باڵنده												
birr														
birth	  لەدایکبوون	منداڵ بوون	سک کردن	هێنانە دنیاوە										
birthing														
birthplace														
bishopric														
bit	  بڕیکی زۆرکەم													
bite	  گەستن	قەپ گرتن	قەپاڵتە لێدان	پێوەدان	پاروو	گاز	قەپ							
bizarre	  زۆر سەیر	نامۆ	ناوازە											
blab														
blabber														
blackguard														
blanch														
blandish														
blare	  زریکە													
blaring														
blast	  تەقینەوە													
blench														
blend	  تێکەڵکردن	تێکەڵ دەکا												
blessing	  پیرۆزی													
blighter														
blind	  نابینا	کوێر												
blink	  تروکاندن													
block	  بلۆک	خشت												
blockade	  ئابڵوقەدان	گەمارۆدان												
blockage	  لەمپەر	ئاستەنگ												
blood	  خوێن													
bloodline														
bloom	  شکۆفەکردن	گەشەکردن												
bloomer														
blooper														
blossom	  خونچە	چەپکەگوڵ												
blot	  پەڵەی پیس													
blow	  پێیاکێشان	لێدان	فووکردن	فووپێیاکردن	زرمە	زەبر	با							
blowup														
blunder	  هەڵەی زل													
blunt	  قسەلەڕوو													
blush	  ڕووسوربوون													
board	  کابینە	ئەنجومەن	ئەنجومەنی وەزیران	(ئەمریکا) ئەنجومەنی دەوڵەت	دۆڵاب									
boat	  بەلەم													
bobble														
body	  تەن	جەستە	ناواخن	ناوەڕۆک	بەشی سەرەکی بابەتێک									
boil	  کوان													
bollix														
bollocks														
bomb	  بۆمبا	تۆپ	بوردومان کردن	بۆمباران	بۆمباباران									
bombardment	  بۆمببارانکردن													
bombing														
bond	  بەستەوەر													
bone	  ئێسک	ئێسقان	بڕبڕە	قاچ										
boner														
bonk														
boo-boo														
boodle														
book	  پەڕتووک													
booker														
boom	  گرمەی بازرگانی	گە‌شەی خێرای ئابووری												
boost	  زێدە													
boot														
booze	  مەی:شەراب	بادە	ئەلکهول											
border	  سنوور													
borderline														
bore	  بێزارکردن													
borrow	  قەرزکردن													
bosom	  سینگ													
boss	  سەرۆک	بەڕێوەبەر												
botch														
bottle	  بوتڵ													
bottleful														
bottom	  ژێر	ژێرەوە	بن											
bottomland														
boulder	  تاوێر	چەو	گاشە بەرد											
bound	  پێگرە													
boundary	  سنوور	لێوار												
bounds	  سنوری نەبەزێنراو													
bouquet														
bourgeois	  بۆرجوازی													
bourgeoisie														
bout	  ماوەی نەخۆشی													
bovid														
bow	  قوڵف													
bowl	  تۆپ دەهاوێ													
bowlder														
box	  چوراچێوه	چواردەوری وێنه یان بابەتێک												
boxing	  بۆکسێن													
boy	  کوڕ													
brace	  چوارچێوەی ڕاستکردنەوەی ددان													
bracket	  ئەستوونی راگڕ	کەوانە	شیشی ڕەفە											
brain	  مێشک	مۆخ												
brainpower														
branch	  لق	چڵ	پەل											
brand	  نیشانە													
brandish														
brandy														
brass	  مسی زەرد													
brawl	  شەڕەهەرا	دەمەبۆڵە	شەڕەقسە											
bray														
bread	  نان													
breadstuff														
break	  شکاندن	شکان	پشوودان	کۆتایی پێهێنان	پشوو	ماوە								
breakage														
breaking														
breast	  مەمک	سینگ												
breathe	  هەناسە دەدا													
breathing	  هەناسەدان													
breed	  زۆربوون	هەناسەبڕاو												
breeding														
brew	  بیرە دروستدەکا													
brewage														
bribe	  بەرتیل													
bridge	  پرد													
brief	  کورتە	پوختە												
brilliance	  بلیمەتی													
bring	  هێنان	هاوردن	گەیاندن بە	بوونە هۆی	والێکردن									
bringing														
broach														
broadcast	  پەخشکردن	پەخش												
brokenheartedness														
broker														
brook	  جۆگە													
brother	  برا													
brotherhood														
brow	  برۆ													
bruise	  کوتراویی	شین و مۆر بوونی پێست	کەووگ بوونی پێست											
brush	  فڵچە	فڵچەلێدان												
brushup														
brute	  دڵڕەق	بێبەزەیی	هۆڤ	ئاژەڵ										
bubble	  بڵق													
buck	  دۆلار (ئەسکەنازی ١ دۆلاری)													
buddy	  هاوڕێ	پیاو	برادەر											
build	  بنیاتنان	درووستکردن												
builder	  بەننا													
building	  باڵەخانه	خانوو												
buildup														
bulge	  هەڵاوساو													
bulk	  قەبارە													
bum	  کۆم													
bumble														
bump	  پێدادان													
bun	  تۆپەڵە													
bunch	  چەپکە													
bundle	  چەپکێ													
bungle														
bunk														
buns														
burble														
burden	  بار	قورسایی	لێپرسراوێتی	کۆڵ قورس کردن	بار گرانکردن	مناڵ لە ناو ڕەحم								
bureau	  مێزی نووستن													
burn	  سووتان	سووتاندن												
burst	  تەقینەوە	تەقاندنەوە	سەرهەڵدان	هاتنەکایەوە	شکاندن	لەدووی یەک								
burthen														
bury	  ناشتن													
bus	  تێپەڕگە	پاس												
bush	  دەوەن	دارچک	چڵو											
bushel														
business	  مامەڵ	ئیش	پیشه	کاربەند	کاروکاسبی	بزاڤی بازرگانی								
businessman														
businessperson														
buss														
bust	  شکاو													
busy	  سەرقاڵ	سەرگەرم	خەریک	خەرکاو	خەجڵ	لەزک	مژۆڵ	لەگژ	قەڕەباڵغ	زەنازەنا	قواقوو			
butt	  قونکە جگەرە	قۆنداغی تفەنگ												
butter	  کەرە	نڤیشک												
buttock	  قۆپچە	سمت	پاشۆل											
buttocks														
button	  دوگمە	قۆپچە												
buy	  کڕین													
buzz	  ووزەووز													
byplay														
byssus														
C	  سی	سێیەم پیتی ئەلفوبێی ئینگلیزی	زمانی پرۆگرامکردنی سی											
cab	  تەکسی	پێفڕکی کرێ کە ئەسپ ڕایدەکیشێت												
cabbage	  کەلەرم													
cabriolet														
cacophony														
cadaver														
cake	  کێک													
calculate	  ژماردن	پێشبینی کردن	چاوەڕێکردن	مەزەندەکردن	خەملاندن									
calculation	  ژمێرکاری‌	مەزەنده کردنەوه	خەملاندنی خەرج	حیساب										
calculus														
calendar	  ڕۆژژمێر	ساڵنامە												
calf	  گوێرەکە	گۆلک	گوێلک	پوز										
calibration														
call	  بانگ	هاوار	تەلەفون	داوا										
caller														
calm	  هێمن	هێدی	هەدار	ئارام										
camouflage														
camp	  خێوەتگە	خێوەت هەڵدان												
campaign	  هەڵمەت	هێرش												
camper														
can	  توانین	لەتوانابوون	قتوو	قدوولکەی تەنەکە	پیاڵە									
cancellation	  سڕینەوه	لاوەنانەوه												
candy														
canid														
canine	  کەڵبە													
canister														
cannister														
canoe	  بەلەمی بچوک (یەک دوو نەفەری)													
canvas														
canvass														
cap	  شەپڤە	کڵاو	سەرپۆش	تەقیلە	سەردەگرێت									
caper														
capital	  پایتەخت	سەرمایە	دەستمایه	مایه	سەرکۆڵەکە	سەرئەستوون	پیتی گەورە							
capitalist														
capitulation														
capitulum														
capsicum														
captive	  زیندانی	دیڵ	یەخسیر	ئەسیر	بەندکراو	گیراو								
capture	  گرتن	بە دیل گرتن	ئەسیر کردن	یەخسیر کردن	بەند کردن									
caput														
car	  ئۆتۆمۆبیل													
carbon														
card														
cards														
care	  چاودێری	سەرپەرەشتی												
careen														
caregiver														
carelessness														
caress														
cargo														
caries														
carnivore														
carpus														
carriage														
carry	  هەڵگرتن	گواستنەوە	بردن											
carte														
case	  دۆخ	باردۆخ	بار	کێشە	سنووق	جانتا	قتوو	داپۆشین	لەناوجانتادانان					
cash	  پارە	کاش	پارەی ئاماده	دراو	دراڤ	پووڵ								
cast	  بەگەچگرتن(ی ئێسکی شکاو)	جیپس کردن‌												
castrate	  خەساندن	نەزۆکاندن	کەمهێزکردن	لاوازکردن	لاوازاندن									
catch	  گرتن	گیرخستن	گەیشتن	وەچەنگ خستن	هەڵقۆستنەوە	ڕاوکردن	ئەسیرکردن							
categorisation														
categorization														
category	  کەتێگۆری	بەستێن	هاوپۆلەکان											
cater														
caterpillar														
causation														
cause	  هۆ	دۆز	بوونە هۆی											
causing														
cauterise														
cauterize														
cavity														
cavum														
cease	  ڕاگرتن	وازهێنان	وەستاندن	وەستان	دەستهەڵگرتن									
cede														
celebrate	  ئاهەنگ گێڕان	جەژن گرتن	ئاهەنگی ڕێزلێنان											
celebration														
celebrity	  کەسێکی ناسراو	بەناوودەنگ												
cell	  چاوە	خانه	پیل	شانە	سلوول									
cellar	  ژێرزەمین													
center	  چەق	سەنتەر	ناوەڕاست	بنکە										
centering														
central	  ناوەندی	چەقی												
centre	  چەق	سەنتەر	ناوەڕاست	بنکە										
century	  سەدە													
cereal														
cerebrate														
cerebration														
ceremonial														
ceremony	  ئاهەنگ	ڕێوڕەسم	جەژن											
certainty	  دڵنیایی	بێگومانی	بێدڕدۆنگی											
chafe	  پێست هەڵماڵینی پێ	پێست چوون												
chaffer														
chagrin														
chain	  زەنجیر													
chair	  کورسی	کورسی سەرۆکایەتی												
chairman	  سەرۆک													
chairperson														
chairwoman														
challenge	  بەرەنگاربوونەوە	سنگ هێنانەپێش	بەرەنگاری گردنی شایەت له دادپرسیدا											
challenger														
chamber	  ژووری پێشوازی	دیوەخان												
chamfer														
champaign														
champion	  پاڵەوان	قارەمان	باشترین											
championship														
chance	  هەل	شانس												
chancellor														
chandelier														
change	  گۆڕان	گۆڕین												
channel	  کەناڵ	تەنگە‌ڵان	ئاوەڕۆ											
channelise														
channelize														
chap														
chaparral														
chapeau														
chapiter														
character	  نووسە	کەسایەتی	کاراکتەر	کەسێک له بەرهەمێکی ئەدەبیدا										
characterisation														
characterise														
characteristic														
characterization														
characterize														
charge	  تاوانبار کردن	گوناهبار کردن	تۆمەت	بارگە	هێزی ئەلکترۆنی	خەرج								
charter														
chase	  ڕاونان	ڕەدوونان	ڕاوەدوونان	ڕەپێنان	شوێن هەڵگرتن	سەردەدوونان	وەدووکەوتن	ڕاوکردن	کێبڕکێ					
chat	  دەمەتەقێ	دوانەوە	هاوپەیڤین											
chatter														
cheat	  قۆپیکردن	گزیکردن	فێڵکردن											
check	  پشکنین													
checkerboard														
checkers														
checkout														
cheek	  گوپ	ڕوومەت و گۆنا												
cheer	  هاندان	دڵگەرم کردن	بالۆرەلێدان	هەلهەلە	هۆتاڤ	هوورا	هوڕا							
cheese	  پەنیر													
chemical	  کیمیایی	ماددەی کیمیایی												
chemistry	  کیمیا	شیمیا												
chemist's														
chess														
chest	  سنگ													
chevvy														
chevy														
chew	  جوین													
chief	  سەرۆک	گەورە	فەرماندە	گرینگ	گرنگ	سەرەکی								
child	  منداڵ	زارۆک	بچیک											
childhood	  منداڵیەتی	تەمەنی منداڵی	کاتی منداڵی											
chill														
chin	  چناکه	ئارزەن												
chink														
chip	  تەڵەزم	چیپ	تەختەگێژەنێکی ئەلکتریکی که له کۆمپیوتەردا بەکار دەبرێ											
chirp														
chisel														
chitchat														
chivvy														
chivy														
chocolate	  چکلێت													
choice	  هەڵبژاردە‌	سەرتڵ	بژاره											
choler														
choose	  هەڵبژاردن	ویستن	دیاری کردن											
chopper														
chordate														
chore	  ووردەکار	ووردەئیش												
