ENG20-00270916-n	ڕۆشتن;پیاسە کردن;ڕێکردن;بەپێ ڕۆشتن;
ENG20-00271999-n	ڕۆشتن;پیاسە کردن;ڕێکردن;بەپێ ڕۆشتن;
ENG20-00272032-v	
ENG20-00272185-v	
ENG20-00272686-n	هەنگاو;شەقاو;پلە;
ENG20-00280933-n	ڕاکردن;
ENG20-00282678-v	ڕووناکی;ڕووناک;کاڵ;نوور;تیشک;گڵۆپ;لامپ;داگیرساندن;تیشک خستنەسەر;
ENG20-00282711-n	ڕێ بڕین;ڕۆیشتن;سەفەر;بزووتن;پێوان;
ENG20-00284091-v	
ENG20-00285185-v	
ENG20-00287086-v	
ENG20-00290397-v	سازکردن;گونجاندن;ڕاهاتن;خۆڕاهێنان;
ENG20-00290929-n	پاز دەدات;هەڵبەزین;
ENG20-00293351-n	گەشت;
ENG20-00293789-n	
ENG20-00294588-n	سەفەر;گەڕان;گلان;سەرسم دان;سەرسم;تەسە;ڕەت;تەڕپل;
ENG20-00295494-n	
ENG20-00297847-v	
ENG20-00299567-v	
ENG20-00300610-v	
ENG20-00300817-v	
ENG20-00301980-n	
ENG20-00302508-v	تاریکی دەکا;
ENG20-00303175-n	ناردن;گەیاندن;گەیاندنی شتومەک;
ENG20-00305706-n	
ENG20-00306609-n	
ENG20-00306824-v	
ENG20-00307756-v	
ENG20-00307944-v	
ENG20-00308836-v	
ENG20-00309954-n	
ENG20-00310530-n	چوونەبان;
ENG20-00311823-n	دابەزین;ڕەگەز;ڕەسەن;
ENG20-00311861-v	
ENG20-00312477-n	دڵۆپ;تنۆک;
ENG20-00312547-v	لێنان;پێژان;پێتن;چێشت لێنان;کوڵاندن;ئاشپەز;
ENG20-00313108-n	گەڕانەوە;
ENG20-00314283-n	لێشاو;
ENG20-00314724-n	لافاو;توندئاو;شیپ;ئاوڕابوون;
ENG20-00315035-v	سوورکردنەوە;برژاندن;
ENG20-00315065-n	خێرایی;
ENG20-00316498-n	
ENG20-00317914-n	پەشۆکاوی;
ENG20-00319057-n	چاوجوڵاندن;سەیرکردن زۆر بەخێرایی;هێما;نیشانە;
ENG20-00319932-n	
ENG20-00320747-v	
ENG20-00320932-n	
ENG20-00323679-v	
ENG20-00324471-v	شکاندن;شکان;پشوودان;کۆتایی پێهێنان;پشوو;ماوە;
ENG20-00326308-n	خولانەوه;زڤرین;
ENG20-00327401-v	
ENG20-00329254-v	
ENG20-00329664-n	
ENG20-00329851-n	با;بادان;لوول دەدات;سوڕان;دەخولێتەوە;
ENG20-00330444-n	
ENG20-00330702-v	
ENG20-00330830-n	
ENG20-00331771-n	
ENG20-00332458-v	
ENG20-00333055-v	ڕوودان;هاتنەپێش;هەڵکەوتن;ئەنجام بوون;دەرکەوتن;بوون;هاتنە بوون;
ENG20-00333470-n	هێرش;دڵ وەستان;مێشک وەستان;
ENG20-00333524-v	
ENG20-00334609-v	
ENG20-00335194-n	
ENG20-00335347-n	
ENG20-00339293-v	
ENG20-00340466-n	گوشار;
ENG20-00341640-v	
ENG20-00341684-n	
ENG20-00341885-n	هاڕین;
ENG20-00342634-v	لە باربردن;
ENG20-00345030-v	
ENG20-00346818-n	زۆربوون;زۆرکردن;زیادکردن;گەشە;
ENG20-00347202-v	
ENG20-00347818-n	پێشکەوتوو;
ENG20-00349077-v	خنکاندن;خنکان;خووساندن;تەڕکردن;بنبڕکردن;
ENG20-00349757-v	
ENG20-00351165-v	
ENG20-00351927-v	دڵۆپ;تنۆک;
ENG20-00352834-v	
ENG20-00355474-n	
ENG20-00355628-v	بەهەڵمبوون;
ENG20-00355687-n	
ENG20-00355909-n	پێشەکی;دانانی پارە لەسەر هەژماری بانک;سپاردن;نیشتەمەنی;بننیشتوو;
ENG20-00356068-n	
ENG20-00356808-n	
ENG20-00359080-n	
ENG20-00359141-v	فێنک;چایگ;سارد(ساردی خۆش);هێورکردنەوە;خوێنسارد;لەبەردڵان;
ENG20-00359417-n	
ENG20-00359947-v	گەرمی;
ENG20-00360381-n	تەقینەوە;
ENG20-00361545-v	گەرم;
ENG20-00361837-v	گەرم;
ENG20-00362001-n	یەکێتی;
ENG20-00362353-v	
ENG20-00362722-v	سەهۆڵ بەستن;وەستاندن;وەستان;جێگیرکردن;قەپات کردن;
ENG20-00363608-v	کوان;
ENG20-00364341-v	سەهۆڵ بەستن;وەستاندن;وەستان;جێگیرکردن;قەپات کردن;
ENG20-00364552-n	
ENG20-00364564-v	
ENG20-00365423-v	سووتان;سووتاندن;
ENG20-00366226-n	کردنەوە;سەرەتا;
ENG20-00366409-v	سووتان;سووتاندن;
ENG20-00366442-n	دابڕانی;جودای;
ENG20-00368571-n	دابەش;بەش;
ENG20-00369301-v	گۆرین;گۆڕان;
ENG20-00370033-v	
ENG20-00370383-n	بڕین;کرتاندن;دابەزاندن;کەمکردنەوە;
ENG20-00371067-v	
ENG20-00371974-v	وەرگێڕان;
ENG20-00374571-a	ڕەنگ;
ENG20-00377738-v	
ENG20-00380410-n	
ENG20-00381601-v	
ENG20-00382880-v	
ENG20-00385382-v	هەڵدەوەشێنێتەوە;
ENG20-00385459-n	
ENG20-00385553-v	وردبوون;ڕزان;پتورکان;تێکشکان;ورودوخاشبوون;داڕزان;دافەرەکیان;
ENG20-00386168-n	زامی برین;
ENG20-00389883-n	چالاکی;جووڵان;مژوولی;
ENG20-00391759-n	نەشتەرگەری;برینگەری;کردەوەی نوژداری;کردار;
ENG20-00392523-n	
ENG20-00394129-v	
ENG20-00394717-n	
ENG20-00395639-n	
ENG20-00396652-n	کۆیلەداری;کۆیلایەتی;
ENG20-00396886-n	
ENG20-00399166-n	
ENG20-00399955-n	
ENG20-00400793-n	
ENG20-00401318-n	چەوساندنەوە;
ENG20-00403265-v	
ENG20-00404659-n	کۆلۆنیالیزم;داگیرکاری;
ENG20-00404886-v	
ENG20-00405043-n	
ENG20-00405481-v	
ENG20-00406448-v	
ENG20-00406475-n	
ENG20-00406962-n	هەڵاتن;ڕاکردن;چوونە دەرەوە;
ENG20-00407260-v	
ENG20-00407449-n	وەرزش;یاری;سەرگەرمی;گاڵتە;
ENG20-00407836-v	
ENG20-00408018-v	
ENG20-00409558-v	
ENG20-00409939-v	ئاماده بوون له دادگا;سەردەرنان;سەرهەڵدان;دەرکەوتن;
ENG20-00411533-v	
ENG20-00414775-v	دیارنەمان;
ENG20-00415627-v	بچووک کردنەوە;کەم کردنەوە;
ENG20-00415859-n	بەش کردن;لەت کردن;جیاکردنەوە;
ENG20-00416885-v	دابەزاندن;
ENG20-00422031-n	
ENG20-00422482-n	بۆکسێن;
ENG20-00422916-v	
ENG20-00423118-n	
ENG20-00425643-v	
ENG20-00428838-v	کەمبوونەوە;کەمکردنەوە;لێ دەرکردن;
ENG20-00431785-n	یاری;وازی;گەمە;
ENG20-00431897-v	
ENG20-00432423-v	
ENG20-00432965-v	سەهۆڵ بەستن;وەستاندن;وەستان;جێگیرکردن;قەپات کردن;
ENG20-00433528-n	
ENG20-00434536-n	یاری;وازی;گەمە;
ENG20-00434545-v	تواندنەوە;
ENG20-00435702-v	
ENG20-00436033-v	
ENG20-00436730-v	بەتاڵ;
ENG20-00438596-v	ئاوەڕۆ;وشک بوون;خاڵ بوون;لێ چوون;چۆڕبڕکردن;
ENG20-00438786-v	پڕکردنەوە;پڕبوونەوە;تێرکردن;هەڵنووساندن;
ENG20-00439281-n	
ENG20-00439460-v	پڕکردنەوە;پڕبوونەوە;تێرکردن;هەڵنووساندن;
ENG20-00440627-n	
ENG20-00443589-n	
ENG20-00444092-n	تۆپانێ;تەپکانێ;تۆپێن;
ENG20-00445393-v	
ENG20-00446474-v	
ENG20-00450719-v	
ENG20-00452703-v	لەجێچوون(- ی ئێسک و جومگه);
ENG20-00457540-v	
ENG20-00460283-v	تەواو;بێ کەم و کووڕی;بێ کەمایەسی;گونجاو;تەواو کردن;نەهێشتنی کەم و کووڕی;ڕابردووی دوور;
ENG20-00460492-v	بریقەدارکردن;هاوڵاتیانی دانیشتووی پۆڵۆنیا;پۆڵۆنی;
ENG20-00460710-v	
ENG20-00463320-n	
ENG20-00463940-v	پێیاکێشان;لێدان;فووکردن;فووپێیاکردن;زرمە;زەبر;با;
ENG20-00464634-v	
ENG20-00465735-v	خنکاندن;خنکان;خووساندن;تەڕکردن;بنبڕکردن;
ENG20-00465851-v	
ENG20-00467580-n	
ENG20-00468544-v	
ENG20-00469462-n	
ENG20-00470712-v	
ENG20-00476408-n	
ENG20-00476505-v	
ENG20-00477101-n	
ENG20-00477618-v	
ENG20-00477638-n	
ENG20-00477923-n	
ENG20-00481124-n	
ENG20-00484445-n	
ENG20-00486677-n	
ENG20-00487382-n	ڕابواردن;شۆخی کردن;کایە;دڵ گوشا;بەردڵ;دڵنەوا;بلاوێن;شەنگ;
ENG20-00487555-n	
ENG20-00488975-n	
ENG20-00489993-n	
ENG20-00490571-n	
ENG20-00491179-n	
ENG20-00492821-n	
ENG20-00494390-v	نیشانه;
ENG20-00495244-n	پیشانبدە;پیشاندان;پیشانگە;
ENG20-00496168-n	
ENG20-00498472-n	
ENG20-00498510-v	لەکارخستن;نەتوانکردن;ناچالاککردن;
ENG20-00498636-n	
ENG20-00504854-v	
ENG20-00506253-v	
ENG20-00506883-n	
ENG20-00508639-v	وەرگێڕان;
ENG20-00508949-v	
ENG20-00514940-v	شەبەق;بەرەبەیان;کازیوە;
ENG20-00515842-n	مۆسیقا;موسیک;
ENG20-00520929-n	
ENG20-00521369-n	
ENG20-00521816-n	
ENG20-00522004-n	
ENG20-00522142-n	پارۆدی;لاسایی گاڵتەجاڕیانەی بەرهەمێکی جیددی ئەدەبی;
ENG20-00522569-n	مامەڵ;ئیش;پیشه;کاربەند;کاروکاسبی;بزاڤی بازرگانی;
ENG20-00524454-n	
ENG20-00525797-n	
ENG20-00527606-n	
ENG20-00528271-n	
ENG20-00528354-v	گرتن;گیرخستن;گەیشتن;وەچەنگ خستن;هەڵقۆستنەوە;ڕاوکردن;ئەسیرکردن;
ENG20-00529528-n	یاری کردن;گەمە کردن;ژەنین;لێدان;یاری;گەمە;شانۆگەری;ڕابواردن;
ENG20-00530860-v	
ENG20-00533696-n	
ENG20-00533906-v	دڵۆپ;تنۆک;
ENG20-00534507-v	سایی;ساماڵ;ساف;پاککردنەوە;
ENG20-00540375-v	فڵچە;فڵچەلێدان;
ENG20-00541166-v	نیگارکێشان;یەکسانبوون;ڕاکێشان;دەرهێنان;
ENG20-00546605-n	کار;ئیش;کاروکاسبی;
ENG20-00547932-n	نەشتەرگەری;برینگەری;کردەوەی نوژداری;کردار;
ENG20-00551933-a	
ENG20-00556725-n	
ENG20-00569596-v	
ENG20-00572258-v	
ENG20-00572850-n	پیشە;
ENG20-00574923-v	
ENG20-00575509-n	وێنەکردن;وێنەکێشان;تابلۆکردن;
ENG20-00575656-v	زانین;ناسین;بەئاگابون;
ENG20-00576226-n	پیشە;پیشەگەری;
ENG20-00577669-n	پەروەردەکردن;فێرکردن;ڕاهێنان;
ENG20-00578136-n	زانستی ڕامیاری;کاروباری ڕامیاری;ڕامیاری;
ENG20-00580185-n	نوسین;
ENG20-00580568-a	
ENG20-00580639-n	دەست نووس;دەست و خەت;
ENG20-00580741-v	
ENG20-00580920-a	زۆر سەیر;نامۆ;ناوازە;
ENG20-00581400-v	
ENG20-00583635-v	
ENG20-00586216-n	
ENG20-00587073-n	ڕەنج;
ENG20-00587514-n	تێکۆشان;هەوڵدان;
ENG20-00587965-v	
ENG20-00589655-v	بیر;هۆش;هزر;
ENG20-00589832-v	وەبیرهاتنەوە;وەبیرهێنانەوە;وەبیرمان;بیرکەوتنەوە;هاتنەوە یاد;
ENG20-00590163-n	ڕاهێنان;وەرزش کردن;
ENG20-00590505-v	ناسینەوە;پشت ڕاستکردنەوە;دانپێنان;
ENG20-00591369-v	وەبیرهاتنەوە;وەبیرهێنانەوە;وەبیرمان;بیرکەوتنەوە;هاتنەوە یاد;
ENG20-00593038-v	
ENG20-00593413-v	واز لێهێنان;بەجێهێشتن;دەست لەکارکێشانەوە;چۆڵکردن;خستنە لاوە;
ENG20-00597451-v	
ENG20-00597959-a	مەتێریاڵ;ماده;هێمان;
ENG20-00598213-n	لێکۆڵینەوە;
ENG20-00598581-v	
ENG20-00599932-n	تاقیکردنەوە;
ENG20-00599942-v	خوێندنەوە;
ENG20-00600117-a	
ENG20-00600949-n	توێژینەوە;توێژینەوە لە بابەتێک;
ENG20-00600953-v	سایی;ساماڵ;ساف;پاککردنەوە;
ENG20-00601382-n	گەڕان;پشکنین;
ENG20-00603028-v	
ENG20-00603580-n	تاقیکردنەوە;
ENG20-00604996-v	خوێندنەوە;
ENG20-00606410-v	خوێندنەوە;
ENG20-00606872-v	دەسەپێنێ;
ENG20-00607499-v	
ENG20-00608034-n	گەڕان;پشکنین;
ENG20-00608615-v	بیرکردنەوە;ڕاوێچکە;تیاڕامان;خەیاڵ کردن;
ENG20-00610468-v	
ENG20-00611681-v	
ENG20-00612180-v	وادادەنێ;وادانان;دەست بەسەراگرتن;گرتنە دەست;
ENG20-00612517-v	هۆ;هۆکار;
ENG20-00613315-v	
ENG20-00614742-v	
ENG20-00615102-n	
ENG20-00615861-v	پێشبینی کردن;زانین;دۆزینەوە;خەمڵاندن;هەڵدان;هێنانە پێش چاو;
ENG20-00617041-v	
ENG20-00617916-n	
ENG20-00619644-n	
ENG20-00620122-n	چارەسەر;هاوڵ;تیمار;دەرمان;سەوا;
ENG20-00620802-v	
ENG20-00621553-v	
ENG20-00623929-v	
ENG20-00626409-v	کردەوه;چارەسەری;هەوڵ;مامەڵه;
ENG20-00626512-a	
ENG20-00628515-v	جیاوازیکردن;جیاکردنەوە;
ENG20-00628816-v	
ENG20-00630273-v	
ENG20-00630628-v	
ENG20-00631088-v	بەراوردکردن;
ENG20-00631790-v	بەراوردکردن;
ENG20-00632728-v	
ENG20-00636119-v	
ENG20-00639873-v	پشکنین;
ENG20-00642734-v	
ENG20-00645847-v	
ENG20-00647983-v	دادوەر;قازی;حاکم;
ENG20-00650033-v	
ENG20-00651154-v	دان;پێدان;دانەدەست;پێشکەشکردن;
ENG20-00651566-v	پەسەندکردن;مۆرکردن;ڕالەسەبوون;بەلاوەباشبوون;
ENG20-00652154-v	
ENG20-00653781-v	هەڵبژاردن;هەڵگرتن;هەڵگرتنەوە;
ENG20-00654195-v	هەڵبژاردن;
ENG20-00658664-v	
ENG20-00660385-v	باوەڕکردن;بڕواکردن;باوەڕهێنان;
ENG20-00661907-v	گرتنەوە;خستنەناو;لەخۆگربوون;بریتی بوون;ژماردن;
ENG20-00662708-v	بەرپەرچدانەوە;پەسەندنەکردن;
ENG20-00663436-v	پەسەند دەکات;ڕێ دەدات;وەردەگرێت;قەبووڵ دەکات;ڕازی دەبێت;
ENG20-00665312-v	
ENG20-00666260-v	
ENG20-00666866-v	
ENG20-00667530-v	
