بنچینەیی	basic	essential	primal	ultimate																
بنکە	base	center	centre	headquarters	stand	station														
بننیشتوو	deposit																			
بنیاتنان	build	establish																		
بنیاتنەر	creator	establisher	maker																	
بنەبڕکردن	extinction	overthrow	subversion	subvert																
بنەتا																				
بنەچەیی																				
بنەما	fabric	principal	principle																	
بنەماڵە	household	households																		
به‌چکه‌ئاسک	fawn																			
به‌ختیاری	felicity																			
به‌خشین																				
به‌دگۆیی																				
به‌رزکردنه‌وه‌																				
به‌ره‌																				
به‌ڕێوه‌بردن																				
به‌سه‌رچوون																				
به‌ناوبانگی	grandeur																			
بوار	course	opportunity	room	scope																
بواردان	allow	grant	let																	
بورج	asterism	constellation																		
بورغووکردنەوە																				
بوژاوە	crisp																			
بووبەر	incident																			
بووبەرد	fossil																			
بووکەشووشه																				
بوون	be	become	been	exist	existence	happen	is	were												
بۆبژاردن	restitution																			
بۆت	arch																			
بۆچوون	attitude	comment	imagine	opinion																
بۆخوارەوە	down																			
بۆدەرکەوتن	conclude																			
بۆری	pipe	vessel	vestibule																	
بۆشایی	gap	vacuum																		
بۆڵاندن	lecture	scold																		
بۆمباباران																				
بۆمباران	bomb																			
بۆناردنەوە	refund																			
بۆنکردن																				
بۆیە	consequently	paint																		
بۆیەکردن																				
بێباکانە	fast																			
بێبەزەیی	brutal	brute	cruel																	
بێدار	awake																			
بێدڕدۆنگی																				
بێ‌دەیه	humble																			
بێستان	garden																			
بێکارخولانەوە	roam																			
بێگانه	alien																			
بێگومانی	assuredness	certainty																		
بێمەرگ	immortal																			
بێهوودەخەرجکردن	squander																			
بێ‌ئاو																				
بیانو	pretext	warrant																		
بیچم	feature	features	look																	
بیر	intellect	judgement	memory	mind	recollect	thought														
بیرکردن	miss	missed																		
بیرکەوتنەوە	recall	recollect	remember																	
بیرلێدان																				
بیروباوەڕ	belief																			
بیروڕا	opinion																			
بیرۆ	eczema	office																		
بیرۆکه	idea																			
بیرۆکە	concept	intuition	notion	project																
بیرەوەری	memorial																			
بیمه	insurance																			
بینایی	foresight	optic	sight	visibility	vision															
بینین	see	view																		
بینەر	discerning	viewer																		
بەبەزەیی	compassionate	kind	kindly	mercy																
بەپێچەوانەوە	reverse																			
بەپێوە	standing																			
بەپەرۆشبوون	concern																			
بەتاڵ	blank	defeasance	devoid	empty	hollow	vacant														
بەتاوانباردانان																				
بەتڵاندن	waste																			
بەتیژدەرچوون																				
بەتین	intense																			
بەتەمابوون	decide																			
بەجێمان	remain																			
بەجێماو	behind																			
بەجێهێشتن	abandon	abandoning	abandonment	desert																
بەچاکەزانین	thank																			
بەچکەیسەگ																				
بەخت	fortune	luck																		
بەخشیش	gift																			
بەخشین	apology	donate	donation	endowment	forgive	grant														
بەخێڵی	envy																			
بەخێوکردن	keep	nourish																		
بەخەبەر	awake	wakeful																		
بەخەیاڵداهاتن																				
بەدڕەوشت	discourteous	wicked																		
بەدشانسی																				
بەدکار	devil	immoral	villain	wicked																
بەدواداچوون																				
بەدواداگەڕان	hunt																			
بەدواداهاتن																				
بەدووداڕۆیشتن	pursue																			
بەدیهێنەر	creator																			
بەر	bed	crops	fruit	pubes																
بەرامبەر	against	equalize	even	opposite																
بەرامبەرکێ																				
بەرانبەر	equal	polar																		
بەراو	coast																			
بەرباد	terrible																			
بەربڵاوکردن	develop																			
بەربوونەوە	sink																			
بەربەرەکانێ	competition																			
بەربەرەکانی	fight	resist																		
بەرپابوون	outbreak																			
بەرپرسیاری																				
بەردان	discharge	release																		
بەرداین	control																			
بەردڵ	fun																			
بەردە	exception																			
بەردەنەیزه	meteor																			
بەردەوامبوون	continue	keep	persist	proceed	progress															
بەرزای																				
بەرزایی																				
بەرزبوونەوه	uplift																			
بەرزبوونەوە	ascending	ascent	soar	swell																
بەرزترین	highest	maximum	superlative	top																
بەرزکەرەوە	crane	cranes	lift																	
بەرزی	height	length	level																	
بەرژەوەندی	advantage																			
بەرفراوانکردن																				
بەرکوڵ	sample																			
بەرکەوتن																				
بەرگ	clam	coat	cover	housing	housings	leaf														
بەرگر	defender	firm	plate	reluctant	resistor	unwilling														
بەرگری	defence	defend	defensive	resistance																
بەرگریکەر	defender	defensive	resistant																	
بەرگەدەگرێت																				
بەرگەگرتن	abide	bear	endure	maintenance	stand															
بەرماوە																				
بەرنامەسازدان																				
بەرنامەنووسین																				
بەرهەڤکردن	equip	furnish																		
بەرهەڵستی	dissent																			
بەرهەم	crops	harvest	output	product	yield															
بەرهەمدانەوە	yield																			
بەرولایی																				
بەرۆک	collar																			
بەرینکردن	enlarge	spread																		
بەریەککەوتن	bump into	collision	crash	impact																
بەرەباب	tribe																			
بەرەبەیان	dawn																			
بەرەچه	output																			
بەرەچە	yield																			
بەرەنگاربوونەوە	challenge	clash	confront	oppose	protest															
بەرەنگاری	dare	resist																		
بەرەوپێشوەچوون																				
بەرەوخوار	down																			
بەڕۆن																				
بەڕێز	dear	polite	politeness																	
بەڕێوبردن	run																			
بەڕێوەبردن	administer	conduct	direct	keep	manage	rule														
بەڕێوەبەر	boss	director	manager	principal																
بەڕێوەبەرایەتی																				
بەڕیزوەستاندن	deploy																			
بەز	fat	suet																		
بەزاندن	crush	defeat																		
بەزم	fuss	party	rash																	
بەساڵاچووتر	older																			
بەستن	closing	ice	mount																	
بەستنەوە	binding	connect	connection	relate	restrict															
بەستێن	bed	category																		
بەستەر	link																			
بەستەک	pack																			
بەسوود	fat	helpfully	profitable	useful																
بەسۆزی	sympathy																			
بەسەرهات	event	happening	story	yarn																
بەش	chapter	component	department	division	lot	panel	part	party	passage	piece	quota	section	share	township	zone					
بەفیرۆدان	idle	squander	waste																	
بەکاربردن	consumption	spend																		
بەکارهێنان	consumption	occupy	run	spend	usage	use	utilisation	utilize												
بەکاریدەهێنێت																				
بەکوڕکردن																				
بەکۆتادێت	ending																			
بەگژداچوونەوە																				
بەلاش	free	windfall																		
بەلاوەباشبوون																				
بەلەز	express																			
بەلەسەبوون																				
بەڵا	catastrophe	hardship	woe																	
بەڵاوبوون																				
بەڵگە	clue	proof																		
بەناوبانگ	famous	grand	popular	prominent	well-known															
بەناوودەنگ																				
بەند	accord	chapter	frigid	paragraph	provision															
بەندکراو	captive	detainee																		
بەندکردن	confine																			
بەندیواری	affinity																			
بەندەر	port																			
بەها	merit	price	value	worth																
بەهرە	bent	gift	quota	talent	vocation	yield														
بەهێز	bouncing	firm	intense	powerful	strong	tough														
بەهەڵەبردن	deceive	mislead																		
بەواتای	intend																			
بەوردی	accurately																			
بەیەکاماڵین	impact																			
بەئاگا	awake	cautious	wary	watchful																
بەئاگابون																				
بەئاگای																				
بەئەمەکی	loyalty																			
بەئەمەگی	gratitude																			
پاچینه	ladder																			
پارازیت																				
پاراستن	backup	conservation	defence	keep	maintain	maintenance	preserve	protect	protection	retain	safeguard	save	security							
پارت	party																			
پارچە	component	morsel	passage	piece	slice	tag														
پارک																				
پاروو	bite	morsel	mouthful																	
پارێزراو	guarded	preserve	safe																	
پارێزراوی	safety																			
پارێزگا	province	state																		
پارێزگاری	maintenance	protect	protection																	
پارێزگاریکار																				
پارێزگاریکردن	defend																			
پارە	cash	cents	funds	money																
پارەکان	funds																			
پاڕانەوە	appeal	beg																		
پاژ	share																			
پاژنە	dice																			
پاژەکان																				
پاس	bus	coach																		
پاسادان	verify																			
پاسه‌وان	guard	guardsman																		
پاشبنەما																				
پاشبەند	addendum																			
پاشکۆ	addendum	affiliated	annex	appendix	attachment	supplemented														
پاشکۆکردن	append																			
پاشکەوتکردن	reserve																			
پاشماوه	net	residual	residue																	
پاشماوە	imprint	inheritance	relic	remainder	remnant	waste														
پاشماوەکان	remains																			
پاشۆل																				
پاشەڕۆ	feces	waste																		
پاقژ	clean																			
پاک	blameless	clean	devotee	disinterested	holy	innocence	pure	unadulterated	wholesome											
پاککردن	peel	skin																		
پاککردنەوە	clear																			
پاکەت																				
پاگز																				
پاڵاوتن	clearance																			
پاڵپشتیکردن																				
پاڵپێوەنان	poke																			
پاڵتۆ	cloak	coat																		
پاڵەپەستۆ	pressure																			
پاڵەکی	implicit	incident																		
پان	abroad	flat	wide																	
پانای	dimension																			
پانتایی	area																			
پانکردن	lay																			
پانکردنەوە	spread																			
پانکە	fan	ventilator																		
پاوان	domain																			
پاوەن	pound																			
پایداری	resist																			
پاییز	fall																			
پایە	grade	standing																		
پایەدار	standing																			
پایەداری	persistence																			
پتورکان	disintegrate																			
پتەو	massive	solid	stable	strict	strong															
پچڕاندن	disrupt																			
پرچ	hair																			
پرسگه																				
پرسە	condolence	funeral																		
پرسەگرتن	mourn																			
پرگه																				
پرۆسە	process																			
پرۆفیسۆر																				
پرێزیدنت																				
پریاسکە																				
پڕبوونەوە	fill																			
پڕپیاکردن	grasp	mugger																		
پڕچەککردن																				
پڕکردن	filling	stuff																		
پڕۆژە	project																			
پژلاندن	insist																			
پساندن																				
پسپۆری																				
پسوو	emotion																			
پسوولە	receipt																			
پشت	back	behind	behinds																	
پشتگری	support																			
پشتگەڵاڵە	background																			
پشتیوانی	support																			
پشتیوانیکردن																				
پشتیوانە																				
پشک	quota	share																		
پشکنین	check	control	inspect	inspection	investigate	probe	scan	search	treat	verify										
پشوو	break	breath	holiday	leisure	rest	tolerance														
پشووپێدان	relieve																			
پشوودان	break	relaxing	repose	rest																
پشێو	disarray																			
پلان	conspiracy	layout	policy	scheme	strategy	tactic														
پلانێت	planet																			
پله‌پله‌																				
پلێت	plate																			
پلە	grade	rank	role	standing	step															
پلەبەرزکردنەوە																				
پلەوپایە	post	prestige																		
پڵیتەچرا	fuse																			
په‌پکه	disc																			
پوخته	net																			
پوختە	brief	concise	extracts	overview																
پورزا																				
پوز																				
پووڵ	cash																			
پۆپکە	crest																			
پۆپە	pitch	top																		
پۆشکراو																				
پۆشین	attire																			
پۆل	class	flock	grade	taxonomy																
پۆلێنکردن																				
پۆلیس	constable	cop	copper	police																
پۆڵ	pole																			
پۆڵۆنی																				
پێ																				
پێتک	insect																			
پێتن	cook																			
پێچکە	wheel																			
پێچەرەوە	packager	wrapper																		
پێخەف	bed																			
پێداچوونەوە	edit	practice	practise	reconsider	reform	review	revise													
پێداگری	persist	strictness																		
پێداگەڕی	scan																			
پێدان	pass	provision																		
پێدانەوە	payment																			
پێداهاتن																				
پێڕست	directory	menu	roll																	
پێزانین	acknowledge	acknowledgment	appreciate	cognition	detection	gratitude	realise													
پێژان	cook																			
پێسۆل	sabot																			
پێشاندان	exhibit	expose	present																	
پێشبڕکێ	compete	competition	race	rivalry																
پێشخستن																				
پێشدانەوە	anticipate																			
پێشکەشکردن	offer	submission	submit																	
پێشکەشکەر																				
پێشکەوتن	precede	progress	thrive																	
پێشگرتن	confine																			
پێشنیاز	suggest																			
پێشنیازکردن	propose	recommend	recommendation																	
پێشهات	accidence	accident	happening	incident																
پێشینە	experience																			
پێشەکی	deposit	entry	introduction	preamble	preface	prologue														
پێشەوا																				
پێکادان	conflict																			
پێکان	hit																			
پێکدادان	battle	clash	collide																	
پێکدەهێنێ																				
پێکردن	compel																			
پێکگرتن	comparison																			
پێکهاته	compound	structure																		
پێکهاتە	component	ingredient																		
پێکه‌وه‌نان	fabricate																			
پێکهێنان	composition	fashioning	form																	
پێکهێنەر	component	creator	maker																	
پێکەویی																				
پێکەوەبستن																				
پێکەوەلکان	coherence	cohesion																		
پێکەوەلکاندن	connect																			
پێگرتی	follower																			
پێگه‌شتوو	grown																			
پێگیریکردن																				
پێگەیاندن	combine																			
پێنازین																				
پێناسەیی																				
پێوان	measurement	travel																		
پێوانە	scale																			
پێوه‌به‌ستران	fasten																			
پێوه‌ر																				
پێوه‌لکان																				
پێوەدان	bite	close	shut	sting																
پێوەر	analogy	criterion	indicator	scale																
پێوەکردن	extension	plug-in																		
پێوەلکان	cling																			
پێوەندی	communicate	proportion																		
پێوەنووسان	stick																			
پێیوایە	intend																			
پیاسە	wander																			
پیاکێشان	fetch																			
پیاڵە	can	cup																		
پیاماڵین																				
پیاهێنان																				
پیاهەڵاگوتن	commend	praise																		
پیاهەڵگەڕان	climb																			
پیاو	bloke	buddy	guy	man																
پیاوچاک																				
پیاوکوشتن																				
پیت	fertility	letter	peat																	
پیتکردن																				
پیرتر	older																			
پیرەسی	poke																			
پیسایی	dirt	faeces	garbage	shit																
پیشاندان	demo	show	showing	view																
پیشانگە																				
پیشه	business																			
پیشە	career	concern	function	profession	trade	vocation														
پیشەگەری	manufacture																			
پیل	battery	cell																		
پیلان	plan																			
پینە	tag																			
پیو	fat																			
پیواز	bulb																			
پەپکە	disk																			
پەتۆ	blanket	sheet																		
پەتی	pure																			
پەخش	broadcast																			
پەخشکردن	broadcast	diffusion	distribution																	
پەخشکردنەوە	circulate																			
پەرچەکردار	react																			
پەرداخ	glass																			
پەرداخکردن	equip	furnish																		
پەردە	cloak	curtain	display																	
پەرستگا																				
پەرگە																				
پەروانەدار																				
پەرێشانی	anxiety																			
پەرەپێدان	develop	development	enlarge																	
پەرەپێسەندن	improve																			
پەرەسەندن	develop	evolve	grow up	thrive																
پەڕاندنەوە	transmit																			
پەڕەسێلکە																				
پەزمەندە	reserve																			
پەژاری																				
پەژارە																				
پەستاندن	press																			
پەستی																				
پەسەندکردن	acceptance	admire	approve	prefer																
پەسەندنەکردن	disapproval																			
پەل	branch	limbs																		
پەلامار	aggression																			
پەلاماردان	attack																			
پەلمان																				
پەلەپەل	rush																			
پەڵه	cloud	nebula																		
پەڵە	blotch	dirt																		
پەمۆ																				
پەنادان	quarter																			
پەناگا	cover	housing	housings	shelter																
پەند	example																			
پەنەمان	inflate	swell																		
پەی	trace																			
پەیام	message	mission	oracle	post																
پەیجۆری	pursue																			
پەیدابوون	creation	genesis																		
پەیداکراو																				
پەیداکردن	earn	find	finding																	
پەیڕەو	follower																			
پەیڕەوکردن	observance																			
پەیڤ	word																			
پەیڤین	lecture																			
پەیکەر	figure	monument	statue																	
پەیکەریادکردنەوە	monument																			
پەیمان	pact	promise	treaty	vow																
پەیماندەر																				
پەیوندی	association																			
پەیوەست	alliance																			
پەیوەستبوون	combine																			
پەیوەستی	association																			
پەیوەند	alliance																			
پەیوەندگه																				
پەیوەندی	connection	contact	link	relate	relation	relationship	relatives													
تاب	tab	vigor																		
تابشت	vigor																			
تابلۆکردن																				
تابڵۆ																				
تازیاری	honor																			
تازەترین	last	youngest																		
تاسە	hunger																			
تاعوون																				
تاڤگە	fall	falls																		
تاق	arch																			
تاقم	crew	set	team																	
تاقیکاری	beta	exam	experimental	investigatory	tentative															
تاک	individual	mate	single	singular	solitary															
تاکایەتی																				
تاکسی	taxi																			
تاگ	tag																			
تالح	luck																			
تاڵووکە	hurry																			
تاڵە	luck																			
تامەزرۆ	agog																			
تامەزرۆیی	hunger																			
تانکێڕ																				
تانوپۆ	plot																			
تانە	jest																			
تاو	acceleration	hour	wire																	
تاوان	crime	guilt	sin	vice																
تاوانباری	conviction																			
تاوانکردن																				
تاوتوێکردن	inspect	verify																		
تاوسان																				
تاوسەندن																				
تاووتوێ	argument	talk																		
تاووتوێکردن	debate	discuss																		
تایبەتمەندی	attribute	feature	features	property	specification															
ترساندن	dread	frighten	horrify	intimidation	menace	scare	threaten													
ترسناک	creepy	danger	dangerous	fearful	fearsome	frightful	horrible	horror	scary	unsafe										
ترس‌ولەرز	panic																			
ترشاو																				
ترومبێل	auto	automobile																		
ترۆپک	climax	pitch																		
تریبوناڵ																				
تڕانە	ridicule																			
تکاکردن	ask	beg	request																	
تل																				
تلانن	touch																			
تڵیش	seam																			
تنۆک	droplet																			
ته‌پک	disc																			
تواشاکردن	look																			
توان	effect	exponent	index																	
توانا	capability	faculty	knack	talent																
توانایی	authority	capability	capacity																	
توانست	capability	competence	possibility																	
توانین	can	manage	may																	
توڕەیی																				
توند	fast	fierce	severe	tough																
توندبوون																				
توندکردن	fastening																			
توندهاویشتن	shoot																			
توندوتیژ	stern	strict	uncharitable	violent																
توندئاو	flood																			
تووڕەیی	anger	fury																		
تووشکردن	involve																			
تووڵ	bar																			
توێژاڵ	layer																			
توێکڵ	skin																			
تۆپ	ball	bomb	sphere																	
تۆپخانە																				
تۆپێن																				
تۆپەڵ	wad																			
تۆره																				
تۆڕ	net	network	web																	
تۆز	dust	powder																		
تۆزێ	little	scant																		
تۆفان	hurricane	storm	tempest																	
تۆقاندن	frighten	horrify	intimidation	menace																
تۆقین	fright	panic	terror																	
تۆقەسەر																				
تۆڵ	compensation																			
تۆم	seed																			
تۆمارکردن	enrol	enter	record	registration	score															
تۆمەت	accusation	charge	defamation	indictment	slander															
تێبینی	comment	heed	note	notice	observation	remark														
تێپه‌ڕبوون																				
تێپێچ	wrapper																			
تێپەڕین	cross	pass																		
تێچوون	expenses	fee																		
تێخستن	insert	insertion	penetration	put																
تێدابوون	contain																			
تێداڕامان																				
تێداژیان	inhabit																			
تێدەچەقێنێت	pierce																			
تێراس	terrace																			
تێرکردن	fill	gratification	satisfy																	
تێرێژدان																				
تێڕامان	consider																			
تێڕوانین	detection	inspect	opinion	regard																
تێژەنین	stab																			
تێکتەپین	collapse																			
تێکدان	corrupt	destruction	disrupt	disturb	falsify	ruin	sabotage	sabotaging	shuffle	upset										
تێکڕا	altogether	rate																		
تێکڕمین																				
تێکڕووخان	collapse																			
تێکست																				
تێکشاندن	damage																			
تێکشکان	abend	crash	disintegrate	stalling	wreck															
تێکشکاندن	destroy	smash																		
تێکشکاوی																				
تێکقورمان	collapse																			
تێکۆشین	attempt																			
تێکۆشەر	contender																			
تێکەڵاوبوون	confuse																			
تێکەڵاوی																				
تێکەڵکردن	beater	blend	combine	merge	shuffle															
تێکەڵە	cocktail																			
تێگەیشتن	absorb	comprehend	conception	follow	learn	perception	sense	understand	understanding	wit										
تێگەیشتوو	knowing																			
تێگەیشتوویی	wisdom																			
تێگەیین	comprehend	tact	understand																	
تێم	theme																			
تێهەڵێنانەوە	compensation																			
تیاڕامان	think																			
تیانیشتەجێبوون	occupy																			
تیپ	band																			
تیروپشک	lot	lottery																		
تیز	jest																			
تیژ	piercing	severe	sharp	shrill	swift															
تیژایی																				
تیشک	beam	flash	light	ray																
تیشکدانەوە	flash	reflectivity																		
تیم	team																			
تیمار	treatment																			
تین	fervency	fervor	vigor																	
تیۆب	tube																			
تەبایی	peace																			
تەبڵە	table																			
تەپکانێ																				
تەپکۆڵە																				
تەپکە	hill																			
تەپین	subside																			
تەخت	even	flat																		
تەختە	panel	wood																		
تەخمین	estimate	estimation																		
تەرخانکردن	allocation	dedication	devote	reserve																
تەرزە	fog																			
تەڕپل																				
تەڕکردن	drench	drown																		
تەزوو	current																			
تەسە	trip																			
تەشەنەکردن	spread																			
تەڤبیر	policy																			
تەڤز	ridicule																			
تەڤگەر	movement																			
تەقاندنەوە	burst																			
تەقیلە	cap																			
تەقەکردن	fire	shoot																		
تەقەڵ	seam																			
تەکاندن	dust																			
تەکنۆلۆژیا																				
تەکنیکزانی	technology																			
تەکووز	neat	tidy																		
تەکووزی																				
تەگبیر	policy																			
تەگەر	wheel																			
تەگەرەتێخستن	hinder																			
تەل	wire																			
تەلار	hall	palace																		
تەلەزگە	danger																			
تەلەفون	call																			
تەڵە	snare	trap	trick																	
تەماشادەکات	looking																			
تەماشاکردن	lookup	watch																		
تەماوی	fog	fogginess	foggy	hazy	misty															
تەمومژ	fog	mist																		
تەن	body	object																		
تەنانەت	even	mere																		
تەنایی																				
تەنکی	tank																			
تەنگاوکردن																				
تەنگە‌ڵان	channel																			
تەنیشت	adjacent	margin																		
تەنینەوه	infection																			
تەوالێت																				
تەواو	accurate	complete	correct	definite	enough	exact	fast	impeccable	perfect	precise	pure	thorough	undivided	utter	valid	whole				
تەوژ	pressure																			
تەوژم	current	flow																		
تەوەن	rock																			
تەیارکردن	equip	furnish																		
جادووگەر	wizard																			
جادە	avenue	road																		
جاڵەبوون																				
جانتا	bag	case	luggage	sack	trunk															
جانەوەر	animal																			
جریوە	shriek																			
جڤاک	colony																			
جگه‌ره‌																				
جل																				
جلک	cloth	clothes																		
جنێودان																				
جنین	squash																			
جوامێر	cute	feat																		
جوان	aesthetic	appealing	cute	elegant	fancy	fetching	handsome	pretty	sensuous	yummy										
جودای																				
جودایی	disagreement	segregation																		
جوڵاندن	flex																			
جوڵانەوە	conduct																			
جوو	jew																			
جووت	couple	double	dual	duo	even	geminate	match	pair	spouse											
جووڵان	activity	kinetic	motion																	
جووڵاندن	gestures	move																		
جووڵانەوە	attitude																			
جووڵە	move	movement																		
جۆر	class	kind	mode	rate	sort	species	type													
جۆراوجۆر	assorted	diverse	sundry																	
جۆراوجۆری	diversity	variety																		
جۆرکردن	sort																			
جۆره	gender																			
جۆگە	brook	creek																		
جێبەجێکار																				
جێبەجێکردن	execute	perform																		
جێگا	ambit	employment	place	position																
جێگرتن	capacity	lie																		
جێگرتنەوە																				
جێگرەوە	alternative	substitute																		
جێگۆڕکێ	displacement	relieve	subrogation	substitute																
جێگیرکراو	fixed	stabilized																		
جێگیرکردن	freeze	mount	set	setup																
جێماوە	inheritance																			
جێماوەکان	remains																			
جیا	different	distinct																		
جیاجیا	separate	separately																		
جیاکاری	discrimination	exception	favoritism																	
جیاکردنەوە	discriminate	segregate	select	sever																
جیاواز	diff	different	dissimilar	distinct	other	unlike														
جیاوازبوون	differentness																			
جیاوازی	contrast	diff	difference	disagreement	discord															
جیران																				
جیهان	universe	world																		
جەختکردن	insist																			
جەزرەبە																				
جەژن	ceremony	festival	festivity																	
جەستە	body	corpse																		
جەماوەر	audience																			
جەنایەت	felony																			
جەندەر	gender																			
جەنگ	battle	clash	engagement	war																
جەنگەڵ	forest																			
جەهەننەم	hell																			
چاخ	era																			
چادر	tent																			
چارە	resolution																			
چارەڕەشی	misfortune																			
چارەسەرکرا																				
چارەسەرکراو																				
چارەسەرکردن	solve	treat																		
چارەسەری	measure																			
چارەک	quarter																			
چارەکردن	cure	handle																		
چارەنووس	destiny	fate	lot																	
چاڤکانی																				
چاک	seam																			
چاکترکردن	improve																			
چاکسازی	corrective	improvement	reform	reparation																
چاککردن	improve	maintenance	patch	rectify	repair															
چاکی	improvement	privilege	virtue																	
چاکە	beneficence	benevolence	commendation	goodness	merit															
چاکەلەبەرچاوبوون																				
چالاککردن	activating	enable																		
چالاکی	activity	vigour	vitality	vocation																
چاڵایی	hollow																			
چاوانە	pupil																			
چاوپێداگێڕانەوە	review																			
چاوپێکەوتن	interview	meet																		
چاوپیاخشان																				
چاوپیاخشاندن	scan	skim																		
چاودێر	censor	controller	guardian	invigilator	lookout	observant	observer	supervisor	tutor	warden	watcher	watchful	watchman							
چاودێری	care	careful	control	lookout	monitoring	observation	supervision	surveillance												
چاوزەقی	daze																			
چاوسوورکردنەوە																				
چاوکانی	source																			
چاوکه	spring																			
چاوگ	gerund	infinitive	provenance	source																
چاولێکردن	look																			
چاولێکەر	follower																			
چاویلکە	glass	glasses																		
چاوەڕێکردن	calculate																			
چایگ	cool																			
چرا	lamp	lantern																		
چرپاندن	whisper																			
چرچ	wrinkle																			
چرک	glue																			
چز																				
چزاندن																				
چزوو																				
چزووتێڕۆکردن	sting																			
چکۆلە	small																			
چڵ																				
چڵککردن																				
چڵو																				
چنراو	pattern																			
چنین	knit	texture	weave	yarn																
چواردەوردان	ring																			
چوارگۆشە	square																			
چوارینه	quatrain	square																		
چووپ																				
چووزانەوە	sting																			
چوون																				
چوونەبان	climb	mount																		
چوونەپێش																				
چوونەسەر	climb																			
چوونەناو	access	penetrate																		
چوونەوەیەک	contraction	gravity	shrink																	
چۆڕبڕکردن																				
چۆڕەکردن																				
چۆک	knee																			
چۆڵکردن	abandon	abandoning	abandonment	desertion	emptying	evacuation														
چۆنییەتی																				
چێرەیی	pink																			
چێژبردن	enjoy																			
چێشت	food																			
چێکار	creator																			
چێکەر	creator	maker																		
چیا	mount	mountain																		
چیپ	chip																			
چیڕۆک	tale	yarn																		
چیلکە	bar																			
چەپک	clip																			
چەپکەگوڵ	blossom	wreath																		
چەخماخچی																				
چەرچەف																				
چەرخ	axle	day	era	lighter	wheel															
چەرمەسەری	hardship	toil																		
چەرە	food																			
چەسپ	glue																			
چەسپاندن	fix																			
چەسپاو	constant	fast	fixed																	
چەسپێنراو	fixed	sticky																		
چەشتن	taste																			
چەشن	sort	species	type																	
چەقاندن																				
چەقۆلێدان	stab																			
چەقی	central	centralized																		
چەک	ammunition	arms	colt	gun	weapon	weaponry														
چەم	river	stream																		
